2,1,793,512,8,20,1,-1,-1,-1
3,1,786,489,14,43,1,-1,-1,-1
4,1,786,482,13,49,1,-1,-1,-1
5,1,785,469,15,66,1,-1,-1,-1
6,1,743,427,56,104,1,-1,-1,-1
7,1,741,426,58,104,1,-1,-1,-1
8,1,739,424,60,103,1,-1,-1,-1
9,1,740,415,36,108,1,-1,-1,-1
10,1,721,414,47,108,1,-1,-1,-1
11,1,706,409,47,110,1,-1,-1,-1
12,1,706,406,36,105,1,-1,-1,-1
13,1,701,403,38,105,1,-1,-1,-1
14,1,695,402,42,105,1,-1,-1,-1
15,1,667,400,56,106,1,-1,-1,-1
16,1,666,397,51,107,1,-1,-1,-1
17,1,664,395,51,106,1,-1,-1,-1
18,1,666,388,35,103,1,-1,-1,-1
19,1,665,388,33,104,1,-1,-1,-1
20,1,658,387,37,104,1,-1,-1,-1
21,1,644,382,35,105,1,-1,-1,-1
22,1,643,380,35,104,1,-1,-1,-1
23,1,641,377,34,103,1,-1,-1,-1
24,1,608,374,53,100,1,-1,-1,-1
25,1,603,374,52,99,1,-1,-1,-1
26,1,600,366,39,95,1,-1,-1,-1
27,1,600,362,32,100,1,-1,-1,-1
28,1,581,360,38,101,1,-1,-1,-1
29,1,583,359,34,101,1,-1,-1,-1
30,1,583,357,32,100,1,-1,-1,-1
31,1,549,350,50,97,1,-1,-1,-1
32,1,549,351,47,95,1,-1,-1,-1
33,1,548,350,45,95,1,-1,-1,-1
34,1,547,343,32,91,1,-1,-1,-1
35,1,547,343,31,91,1,-1,-1,-1
36,1,546,341,30,93,1,-1,-1,-1
37,1,522,337,36,94,1,-1,-1,-1
38,1,522,336,29,92,1,-1,-1,-1
39,1,518,334,30,91,1,-1,-1,-1
40,1,486,331,47,90,1,-1,-1,-1
41,1,486,330,45,90,1,-1,-1,-1
42,1,486,328,42,91,1,-1,-1,-1
43,1,486,326,38,90,1,-1,-1,-1
44,1,486,325,31,89,1,-1,-1,-1
45,1,486,324,29,90,1,-1,-1,-1
46,1,484,323,29,91,1,-1,-1,-1
47,1,472,322,31,91,1,-1,-1,-1
48,1,471,321,28,92,1,-1,-1,-1
49,1,470,319,27,92,1,-1,-1,-1
50,1,454,315,37,86,1,-1,-1,-1
51,1,442,314,44,87,1,-1,-1,-1
52,1,441,310,38,87,1,-1,-1,-1
53,1,440,308,34,85,1,-1,-1,-1
54,1,440,307,29,85,1,-1,-1,-1
55,1,440,305,29,86,1,-1,-1,-1
56,1,438,305,28,86,1,-1,-1,-1
57,1,436,305,28,87,1,-1,-1,-1
58,1,434,305,27,87,1,-1,-1,-1
59,1,419,297,29,84,1,-1,-1,-1
60,1,415,296,31,84,1,-1,-1,-1
61,1,409,297,35,83,1,-1,-1,-1
62,1,396,293,35,80,1,-1,-1,-1
63,1,396,291,27,81,1,-1,-1,-1
64,1,396,290,25,83,1,-1,-1,-1
65,1,395,289,24,83,1,-1,-1,-1
66,1,393,290,24,81,1,-1,-1,-1
67,1,385,288,22,81,1,-1,-1,-1
68,1,378,287,26,78,1,-1,-1,-1
69,1,358,286,37,76,1,-1,-1,-1
70,1,356,284,35,77,1,-1,-1,-1
71,1,353,284,40,77,1,-1,-1,-1
72,1,352,280,30,75,1,-1,-1,-1
73,1,350,278,24,77,1,-1,-1,-1
74,1,336,275,25,77,1,-1,-1,-1
75,1,334,274,23,76,1,-1,-1,-1
76,1,331,272,23,75,1,-1,-1,-1
77,1,328,272,24,75,1,-1,-1,-1
78,1,326,271,24,75,1,-1,-1,-1
79,1,307,270,33,71,1,-1,-1,-1
80,1,308,268,28,72,1,-1,-1,-1
81,1,307,265,23,74,1,-1,-1,-1
82,1,299,265,23,73,1,-1,-1,-1
83,1,297,266,23,72,1,-1,-1,-1
84,1,295,265,24,73,1,-1,-1,-1
85,1,280,257,28,73,1,-1,-1,-1
86,1,273,257,33,73,1,-1,-1,-1
87,1,270,258,34,72,1,-1,-1,-1
88,1,266,254,23,71,1,-1,-1,-1
89,1,264,253,24,71,1,-1,-1,-1
90,1,262,253,24,71,1,-1,-1,-1
91,1,261,253,23,71,1,-1,-1,-1
92,1,258,254,24,70,1,-1,-1,-1
93,1,250,248,23,69,1,-1,-1,-1
94,1,249,248,22,69,1,-1,-1,-1
95,1,241,248,29,69,1,-1,-1,-1
96,1,236,249,33,68,1,-1,-1,-1
97,1,236,248,32,68,1,-1,-1,-1
98,1,230,243,22,68,1,-1,-1,-1
99,1,228,243,22,68,1,-1,-1,-1
100,1,226,243,21,69,1,-1,-1,-1
101,1,215,240,20,66,1,-1,-1,-1
102,1,212,239,21,66,1,-1,-1,-1
103,1,209,239,22,66,1,-1,-1,-1
104,1,195,241,33,63,1,-1,-1,-1
105,1,194,239,31,63,1,-1,-1,-1
106,1,193,237,27,64,1,-1,-1,-1
107,1,192,236,23,65,1,-1,-1,-1
108,1,182,236,23,65,1,-1,-1,-1
109,1,180,236,25,65,1,-1,-1,-1
110,1,178,236,26,64,1,-1,-1,-1
111,1,164,232,25,65,1,-1,-1,-1
112,1,158,233,29,64,1,-1,-1,-1
113,1,155,233,32,63,1,-1,-1,-1
114,1,150,229,22,63,1,-1,-1,-1
115,1,149,229,21,63,1,-1,-1,-1
116,1,148,229,20,63,1,-1,-1,-1
117,1,147,229,19,63,1,-1,-1,-1
118,1,146,231,20,61,1,-1,-1,-1
119,1,139,228,19,61,1,-1,-1,-1
120,1,135,226,20,61,1,-1,-1,-1
121,1,121,226,29,59,1,-1,-1,-1
122,1,121,224,27,60,1,-1,-1,-1
123,1,120,223,23,61,1,-1,-1,-1
124,1,119,222,20,62,1,-1,-1,-1
125,1,117,222,20,61,1,-1,-1,-1
126,1,113,223,21,61,1,-1,-1,-1
127,1,111,223,21,60,1,-1,-1,-1
128,1,105,219,19,59,1,-1,-1,-1
129,1,103,218,20,61,1,-1,-1,-1
130,1,100,218,22,61,1,-1,-1,-1
131,1,94,219,26,59,1,-1,-1,-1
132,1,92,219,27,60,1,-1,-1,-1
133,1,90,219,27,57,1,-1,-1,-1
134,1,90,218,24,58,1,-1,-1,-1
135,1,89,216,20,60,1,-1,-1,-1
136,1,81,216,20,59,1,-1,-1,-1
137,1,81,218,19,57,1,-1,-1,-1
138,1,79,216,21,59,1,-1,-1,-1
139,1,73,213,18,57,1,-1,-1,-1
140,1,67,213,21,58,1,-1,-1,-1
141,1,60,213,24,55,1,-1,-1,-1
142,1,58,212,23,56,1,-1,-1,-1
143,1,56,211,21,57,1,-1,-1,-1
144,1,55,211,20,56,1,-1,-1,-1
145,1,54,211,19,56,1,-1,-1,-1
146,1,52,211,20,56,1,-1,-1,-1
