761,411,38,102
761,408,32,95
740,404,42,99
732,402,43,98
734,400,39,100
731,397,37,100
715,391,39,96
709,391,41,95
706,390,40,95
696,385,38,92
698,383,29,91
696,381,29,93
671,379,41,94
668,377,43,95
670,375,37,96
654,369,37,92
638,369,43,91
634,364,38,90
634,361,28,90
612,357,37,92
612,357,36,92
610,354,37,93
584,347,39,91
580,348,41,88
578,347,42,88
579,341,24,85
573,339,27,87
567,339,31,87
553,334,27,86
552,332,26,85
551,330,24,85
528,326,35,84
525,325,34,83
526,324,26,82
522,322,27,83
518,322,28,82
513,320,32,84
512,321,30,83
503,317,29,85
501,315,25,83
499,314,25,82
480,311,35,83
480,311,34,81
471,306,24,80
466,305,27,81
464,305,26,79
458,304,30,81
455,304,34,80
455,303,32,81
454,302,30,81
439,297,26,78
441,297,24,77
439,298,24,76
421,291,21,78
418,291,22,77
413,291,26,77
410,289,28,78
409,289,26,77
401,284,22,75
393,284,25,74
387,283,26,71
388,288,20,64
385,287,18,66
375,288,23,61
370,288,26,62
351,272,28,70
346,271,32,72
346,272,32,69
345,271,32,71
345,269,29,70
331,267,27,69
329,267,27,69
329,266,25,69
325,260,19,69
320,260,22,69
315,260,25,68
308,257,23,67
306,256,19,68
303,256,21,68
292,254,23,66
291,253,19,65
288,252,19,65
286,253,19,64
282,252,22,65
271,248,24,64
272,247,17,65
269,246,18,66
267,248,18,64
266,247,19,65
254,242,17,64
251,242,19,64
246,243,22,63
234,240,25,63
233,240,21,62
230,239,22,63
223,239,25,62
220,237,23,62
219,235,23,62
217,235,22,62
209,235,26,61
209,234,27,61
208,233,26,61
200,231,19,60
197,231,22,60
196,230,23,61
183,227,20,59
178,227,25,60
176,228,27,58
176,228,27,58
175,227,26,59
168,224,18,59
164,225,22,58
155,222,15,59
153,221,16,59
148,221,20,58
144,223,24,56
141,222,27,57
140,222,27,56
139,221,21,55
131,220,21,56
129,220,22,55
127,220,23,55
127,219,22,56
125,219,21,56
120,216,15,56
114,217,22,55
111,217,24,55
108,216,21,52
107,215,18,53
104,214,17,54
97,215,22,54
93,214,22,54
78,213,25,52
77,213,26,52
77,213,25,52
77,212,24,53
77,211,20,53
75,211,18,54
72,210,17,54
66,210,20,54
64,210,19,53
59,209,15,52
57,209,16,51
55,209,18,51
53,210,20,50
52,209,21,51
48,206,19,52
45,206,21,52
44,207,21,50
42,206,22,52
39,204,17,50
39,204,15,51
39,203,14,51
36,203,16,51
34,204,18,50
31,203,19,49
30,201,17,50
28,201,16,50
26,201,17,50
25,200,18,51
21,200,18,51
19,200,17,49
