584,145,22,18
583,144,22,18
582,144,22,18
581,144,22,18
580,144,22,18
579,144,23,19
578,144,23,19
577,144,23,19
576,144,23,19
575,144,23,19
574,144,24,20
573,144,24,20
572,144,24,20
571,144,24,20
570,144,24,20
570,144,25,21
569,144,25,20
568,144,25,20
567,144,25,20
566,145,25,20
565,145,25,20
564,145,25,20
563,145,25,20
563,146,25,20
562,146,25,20
561,146,25,20
560,146,25,20
559,147,25,20
558,147,25,20
557,147,25,20
557,148,25,20
555,147,25,20
554,147,25,20
553,147,25,20
552,147,25,20
551,147,25,20
550,147,25,20
549,147,25,20
548,147,26,20
547,147,26,20
546,147,26,20
545,147,26,20
544,147,26,20
543,147,26,20
542,147,26,20
541,147,27,20
539,147,26,19
538,147,26,19
537,147,26,19
535,147,26,19
534,147,26,19
533,147,26,19
532,148,26,19
530,148,26,19
529,148,26,19
528,148,26,19
527,148,26,19
525,148,26,19
524,149,26,19
523,149,26,19
522,149,26,19
520,149,26,19
519,149,26,19
518,149,26,19
517,150,26,19
515,149,26,19
514,149,27,19
512,149,27,19
511,149,28,20
509,149,28,20
508,149,29,20
506,148,29,21
505,148,30,21
503,148,30,21
502,148,31,22
500,148,31,22
499,148,32,22
498,148,33,23
496,148,33,22
495,148,33,22
494,148,33,22
493,148,33,22
492,148,33,22
490,148,33,22
489,149,33,22
488,149,33,22
487,149,33,22
486,149,33,22
484,149,33,22
483,149,33,22
482,149,33,22
481,150,33,22
480,150,33,22
478,150,33,22
477,150,33,22
476,150,33,22
475,150,33,22
474,151,33,22
472,151,33,22
471,151,33,22
470,151,33,22
469,151,33,22
467,151,33,22
466,151,33,22
465,151,33,22
464,151,33,22
463,151,33,22
461,151,33,22
460,151,33,22
459,151,33,22
458,151,33,22
456,151,33,22
455,151,33,22
454,151,33,22
453,151,33,22
452,152,33,23
450,151,33,23
449,151,33,23
447,151,33,24
446,151,33,24
444,151,33,25
443,151,33,25
441,151,33,25
440,151,33,26
438,151,33,26
437,151,34,27
435,151,33,27
434,151,33,27
432,151,33,27
431,151,33,27
429,151,33,27
428,151,32,27
426,151,32,27
425,151,32,27
423,151,32,27
422,152,32,27
420,152,32,26
419,153,32,26
418,153,32,26
416,154,32,26
415,155,33,26
414,155,33,25
412,156,33,25
411,156,33,25
410,157,33,25
409,158,34,25
407,158,34,25
405,158,34,25
404,158,34,25
402,158,34,25
401,158,34,25
399,158,34,25
398,158,34,25
396,158,35,25
395,158,35,25
393,158,35,25
392,158,35,25
390,158,35,25
389,158,35,25
387,158,35,25
386,158,36,26
384,158,36,25
383,158,36,25
381,158,36,25
380,159,36,25
378,159,37,25
377,159,37,25
375,160,37,25
374,160,37,25
372,160,37,25
371,161,38,25
369,161,38,25
367,161,38,25
366,161,38,25
364,161,38,25
363,162,38,25
361,162,38,25
360,162,38,25
358,162,38,25
357,163,38,25
355,163,38,25
354,163,38,25
352,163,38,25
351,164,38,26
349,164,38,25
347,164,38,25
346,164,39,25
344,164,39,25
343,164,39,25
341,165,40,25
340,165,40,25
338,165,40,25
337,165,41,25
335,165,41,25
334,166,42,25
332,166,42,25
330,166,42,25
328,166,42,25
327,166,42,25
325,166,42,25
323,166,42,26
321,166,42,26
320,166,42,26
318,166,42,26
316,166,42,26
315,167,42,27
313,167,42,27
311,167,42,27
309,167,43,27
307,167,43,27
306,168,43,27
304,168,44,27
302,168,44,27
300,168,45,27
299,169,45,27
297,169,45,27
295,169,46,27
293,169,46,27
292,170,47,27
289,170,47,27
287,170,47,27
285,171,47,27
283,171,47,27
281,171,47,27
278,172,47,27
276,172,47,27
274,172,48,27
272,173,48,27
270,173,48,27
267,173,48,27
265,174,48,27
263,174,48,27
261,174,48,27
259,175,49,27
256,175,49,27
253,175,50,27
250,175,51,28
247,175,52,28
244,175,52,28
242,175,53,29
239,175,54,29
236,175,55,29
233,175,55,30
230,175,56,30
227,175,57,30
225,176,58,31
222,176,58,31
219,176,58,31
217,176,58,31
214,177,58,31
212,177,59,31
209,177,59,31
206,178,59,31
204,178,59,31
201,178,59,31
199,179,60,31
196,179,60,31
193,179,60,31
191,179,60,31
188,180,60,31
186,180,61,31
183,180,61,31
180,181,61,31
178,181,61,31
175,181,61,31
173,182,62,31
169,181,62,31
166,181,62,31
163,181,62,32
160,181,63,32
157,181,63,32
154,181,63,33
151,181,63,33
147,180,64,33
144,180,64,34
141,180,64,34
138,180,64,34
135,180,65,35
132,180,65,35
129,180,65,35
126,180,66,36
122,180,66,35
119,181,66,35
116,181,66,35
113,182,67,35
110,183,67,35
106,183,67,35
103,184,67,35
100,184,68,35
97,185,68,35
94,186,68,35
90,186,68,35
87,187,69,35
84,187,69,35
81,188,69,35
78,189,70,35
73,189,70,34
69,189,71,34
64,190,72,34
60,190,72,34
56,191,73,34
51,191,74,34
47,191,74,34
42,192,75,34
38,192,76,34
34,193,76,34
29,193,77,34
25,193,78,34
20,194,78,34
16,194,79,34
12,195,80,34
8,195,80,33
4,195,80,33
0,196,81,33
0,194,79,35
0,194,75,34
0,194,71,34
0,195,68,34
0,195,64,34
0,196,60,33
0,196,57,33
0,197,53,33
0,197,49,33
0,197,46,33
0,198,42,32
0,198,38,32
0,199,35,32
0,199,31,32
0,200,28,32
0,200,24,31
0,200,20,30
0,200,16,29
0,199,13,28
0,200,9,30
0,200,8,27
